2015,00,1,1,1,1,1,1,25,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,2827245,2746322,2744524,2744524,0,0,0,0,0,0,0,42,42,0,0,0,0,1756,0,0,3315723,2610190,0,1567873,0,1102673,114678,36551,36622,0,20992,250186,6172,705533,947222,437026,1
2015,00,10,2,3,2,1,1,54,1,1,2,2,2,57,1,1,1,3,2,33,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,5,2555478,2555478,2511437,310436,730056,1470945,0,0,0,0,0,0,0,0,0,0,0,44042,0,0,1060851,909363,70986,98038,0,0,0,0,0,0,328,97710,0,151489,473248,473248,1
2015,00,100,1,2,1,1,1,54,2,1,1,2,2,50,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,4573420,4573420,4573420,2248549,1516359,808513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097358,1875232,0,34653,0,0,0,0,0,0,15115,19538,0,222126,1380626,1121717,1
2015,00,1000,1,1,1,1,1,46,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,5,1711835,1711835,1650000,1650000,0,0,0,0,0,0,0,0,0,0,0,0,0,61835,0,0,1314488,1115498,217545,62607,0,0,0,0,0,0,0,62607,0,198990,87479,11972,1
2015,00,1001,1,2,1,1,2,54,2,1,1,2,1,55,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,3131804,3090013,3002872,1994744,1008128,0,0,0,0,0,0,0,0,0,0,0,0,87141,0,0,2715427,2074207,214889,292442,0,0,38692,178208,5062,10191,1754,58536,0,641220,1612246,1079768,1
2015,00,1002,2,1,1,1,1,48,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,5,2535336,2535336,0,0,0,0,2464801,2464801,0,0,0,0,0,0,0,0,0,70535,0,0,1872327,1535207,217547,80000,0,0,0,0,80000,0,0,0,0,337120,1474180,1011659,1
2015,00,1003,1,4,2,1,1,44,3,1,1,2,2,41,3,1,2,3,2,18,5,2,2,3,1,16,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,5,3261340,3023628,2255096,2255096,0,0,44091,0,44091,0,0,0,0,0,0,0,0,724441,0,0,3822300,3454660,209886,209336,0,0,0,41165,0,0,4768,163403,0,367640,2686096,2312562,1
2015,00,1004,2,1,1,1,1,35,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,2535903,2535903,0,0,0,0,2534382,2534382,0,0,0,115,115,0,0,0,0,1406,0,0,1075417,813053,0,79794,0,0,0,0,0,0,7640,72153,0,262364,12255,0,1
2015,00,1005,1,2,1,1,1,61,2,1,1,2,2,60,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,3099374,3099374,2256116,1985214,270902,0,0,0,0,0,0,0,0,0,0,0,0,843258,760000,0,1374776,1144045,0,127427,0,0,0,0,0,85447,0,41980,0,230732,151953,30305,1
2015,00,1006,2,1,1,1,2,34,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,2114806,2114806,2114806,2114806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919121,1596959,0,517007,0,0,0,0,0,62198,23255,414234,17320,322162,562801,435981,1
2015,00,1007,1,2,2,1,1,60,3,1,1,6,2,85,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,6,2302600,2302600,1500000,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,802600,0,202600,1117719,994109,500000,43161,0,0,0,0,0,0,0,43161,0,123610,172,0,1
2015,00,1008,2,2,1,1,1,63,2,1,1,2,2,56,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,4183598,4183598,1692094,0,1219774,472321,2095504,2095504,0,0,0,0,0,0,0,0,0,396000,396000,0,1581997,1150974,0,35967,0,0,0,0,0,0,4566,31401,0,431023,719662,8975,1
